person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,0,0,0.164411605,6,2,0.090909091,5,11.71,0.07,3,629,1,0
24,0,1,0.164606876,6,2,0.295454545,3,7.9,0.21,4,525,0,0
23,1,1,0.275004094,0,3,0.040909091,1,10,0.03,4,614,0,1
22,1,3,0.163057309,1,0,0.359090909,0,7.51,0.25,3,559,1,0
24,1,1,0.165337566,6,0,0.25,3,15.62,0.18,2,617,0,1
24,0,0,0.900405659,2,3,0.040909091,2,11.01,0.01,4,640,1,0
21,0,0,0.031803923,0,3,0.043181818,3,7.51,0.11,4,661,1,0
24,0,0,0.120544994,0,3,0.043181818,3,11.01,0.05,3,581,1,0
23,1,4,0.184959119,0,3,0.043181818,4,15.58,0.04,4,609,0,1
24,1,1,0.311160664,0,3,0.043181818,3,10.74,0.03,4,666,1,0
23,1,4,0.163076206,3,0,0.422727273,1,7.29,0.29,4,624,1,0
26,0,3,0.375820452,6,3,0.043181818,3,14.27,0.02,3,578,1,0
22,0,1,0.719200776,0,3,0.044318182,1,5.79,0.01,3,699,0,0
24,1,0,0.16124948,0,3,0.045454545,3,16.29,0.04,4,681,0,1
22,0,3,0.16298172,0,3,0.045454545,0,12.73,0.04,2,642,1,0
25,1,3,0.165904481,2,3,0.045454545,3,11.89,0.04,3,588,0,0
23,0,1,0.167050909,3,3,0.045454545,4,14.17,0.04,4,666,1,0
24,1,4,0.165614725,6,2,0.431818182,3,11.01,0.29,2,645,1,0
22,1,1,0.172253927,4,3,0.045454545,1,11.01,0.04,4,521,1,0
22,0,0,0.164273026,0,2,0.413636364,1,8.59,0.28,3,661,0,0
23,1,4,0.165016315,1,0,0.031818182,1,13.92,0.04,3,655,1,0
24,1,0,0.170187838,0,3,0.045454545,1,11.46,0.04,4,660,0,0
23,0,3,0.171422452,3,3,0.045454545,3,7.74,0.04,3,648,0,0
23,0,4,0.181734004,0,3,0.045454545,0,7.51,0.04,3,640,1,0
21,0,1,0.183485141,0,3,0.045454545,0,7.29,0.04,3,679,1,0
24,1,0,0.183806392,1,3,0.045454545,0,14.22,0.04,4,526,1,0
25,1,1,0.182565479,3,3,0.045454545,1,16.82,0.04,3,652,0,1
26,1,4,0.180039558,2,3,0.045454545,2,14.61,0.04,3,588,0,1
21,1,0,0.182162339,0,3,0.045454545,0,13.92,0.04,2,622,1,0
23,1,0,0.191176285,0,3,0.045454545,0,8.94,0.04,3,538,1,0
26,1,1,0.167025713,2,0,0.25,0,7.88,0.17,3,591,1,0
25,0,1,0.192562077,2,3,0.045454545,5,11.12,0.04,2,592,0,0
25,0,3,0.194930521,3,3,0.045454545,5,10.99,0.04,4,690,0,0
25,0,0,0.198615468,2,3,0.045454545,0,7.49,0.04,4,671,0,0
23,1,1,0.168203636,0,2,0.195454545,4,15.99,0.14,2,674,0,0
25,0,0,0.198880028,2,3,0.045454545,0,7.29,0.04,3,581,1,0
24,0,4,0.198376104,3,3,0.045454545,1,13.92,0.04,4,662,1,0
24,1,4,0.199566625,2,3,0.045454545,3,9.91,0.04,3,587,0,1
25,0,3,0.206275117,2,3,0.045454545,5,11.48,0.04,4,563,1,0
22,0,0,0.166824143,0,2,0.204545455,3,5.79,0.14,2,546,1,0
23,1,1,0.168083954,0,2,0.168181818,1,14.72,0.12,4,632,1,0
23,1,4,0.168902831,0,2,0.397727273,3,10.75,0.27,2,668,1,0
22,0,0,0.167800496,0,0,0.125,3,15.21,0.09,2,645,0,1
22,0,3,0.168335916,0,0,0.227272727,3,10.38,0.16,2,582,0,0
26,1,1,0.212259219,2,3,0.045454545,3,19.41,0.04,4,671,1,0
23,0,0,0.214155234,0,3,0.045454545,1,6.99,0.04,4,642,1,0
25,0,1,0.220964511,1,3,0.045454545,4,10.99,0.03,4,656,0,0
21,0,3,0.219037001,0,3,0.045454545,1,5.79,0.04,2,659,0,0
25,1,0,0.221247969,2,3,0.045454545,3,10,0.03,4,607,1,0
23,1,1,0.22076924,0,3,0.045454545,0,8.88,0.03,3,683,0,0
21,0,0,0.168890233,0,0,0.431818182,1,9.63,0.29,4,638,0,0
24,0,3,0.220895222,3,3,0.045454545,1,11.01,0.03,3,604,1,0
23,1,3,0.175126296,3,3,0.045454545,0,14.59,0.04,2,605,0,1
24,0,1,0.228787936,0,3,0.045454545,1,15.23,0.03,2,711,0,0
24,1,0,0.227200574,0,3,0.045454545,4,10,0.03,3,646,1,0
21,0,0,0.227024201,0,3,0.045454545,1,10.37,0.03,4,656,1,0
24,0,0,0.190319614,3,3,0.045454545,2,15.99,0.04,2,617,0,1
22,0,3,0.243300956,0,3,0.045454545,1,13.22,0.03,2,605,1,0
25,0,3,0.166156443,2,0,0.413636364,3,6.03,0.28,3,673,0,0
23,0,0,0.168474495,2,0,0.409090909,0,15.62,0.27,2,630,0,1
23,1,1,0.166786349,0,0,0.090909091,3,5.99,0.07,2,664,0,0
23,1,1,0.244258412,0,3,0.045454545,5,8.32,0.03,3,682,1,0
23,0,3,0.167535936,0,2,0.295454545,5,9.99,0.2,4,570,1,0
24,0,1,0.250922811,1,3,0.045454545,3,15.62,0.03,3,664,0,0
25,0,1,0.213575721,1,3,0.045454545,3,16.82,0.04,4,559,0,1
23,1,4,0.258135228,3,3,0.045454545,5,13.99,0.03,2,660,0,0
21,0,1,0.168279224,0,0,0.022727273,1,12.99,0.03,4,645,0,0
22,0,0,0.166924928,0,0,0.431818182,4,10.99,0.29,3,586,0,0
24,1,3,0.21344974,2,3,0.045454545,0,8.94,0.04,2,685,0,1
21,1,0,0.260163523,1,3,0.045454545,1,12.18,0.03,4,582,1,0
23,1,4,0.258034443,0,3,0.045454545,5,11.78,0.03,2,676,0,0
22,1,1,0.219755093,3,3,0.045454545,0,12.23,0.03,4,622,0,1
26,1,1,0.168550084,1,0,0.181818182,4,11.01,0.13,2,598,0,1
23,1,0,0.168361112,1,0,0.359090909,5,10.99,0.24,2,661,0,0
21,1,0,0.264371291,0,3,0.045454545,1,11.01,0.03,3,666,0,0
21,1,4,0.272805725,0,3,0.045454545,1,5.79,0.03,3,696,1,0
22,0,3,0.228901319,0,3,0.045454545,1,13.16,0.03,4,613,0,1
23,1,3,0.275445028,0,3,0.045454545,0,10.71,0.03,2,641,0,0
25,1,1,0.280219711,6,3,0.045454545,1,7.49,0.03,3,650,0,0
23,1,0,0.167095002,1,0,0.159090909,1,6.92,0.12,4,691,1,0
22,1,4,0.168789448,2,0,0.363636364,1,6.17,0.24,2,608,1,0
24,0,4,0.248516573,2,3,0.045454545,1,8.49,0.03,3,607,0,1
23,0,1,0.16557693,0,0,0.214772727,2,14.84,0.15,2,601,0,1
23,1,3,0.295041385,2,3,0.045454545,1,7.51,0.03,4,640,1,0
26,1,3,0.297882258,1,3,0.045454545,5,10.25,0.03,3,600,0,0
25,1,1,0.318158913,2,3,0.045454545,3,10.36,0.03,3,690,0,0
26,0,1,0.273284453,4,3,0.045454545,5,14.61,0.03,3,555,0,1
22,1,1,0.277781977,1,3,0.045454545,3,17.19,0.03,4,694,0,1
24,1,3,0.323960341,0,3,0.045454545,3,14.35,0.03,2,617,0,0
24,0,3,0.335260844,2,3,0.045454545,0,14.26,0.02,2,549,1,0
24,1,4,0.337326933,3,3,0.045454545,0,11.01,0.02,4,696,0,0
25,1,3,0.337251345,3,3,0.045454545,3,11.89,0.02,3,683,1,0
24,1,1,0.346586543,4,3,0.045454545,2,12.61,0.02,2,592,1,0
26,1,1,0.349118762,4,3,0.045454545,5,13.85,0.02,4,591,0,0
22,1,0,0.170395707,3,0,0.465909091,0,11.14,0.31,2,584,1,0
21,1,4,0.348501455,0,3,0.045454545,1,11.99,0.02,3,711,1,0
24,1,3,0.363707371,0,3,0.045454545,3,14.17,0.02,2,591,1,0
25,0,1,0.167050909,2,0,0.204545455,1,8,0.14,2,670,1,0
26,1,3,0.165935976,4,2,0.159090909,4,15.37,0.12,3,660,0,0
23,1,0,0.366592338,1,3,0.045454545,4,9.62,0.02,3,614,1,0
25,1,1,0.166874535,2,0,0.159090909,3,7.68,0.12,2,680,1,0
26,0,0,0.365263237,5,3,0.045454545,2,13.98,0.02,4,671,0,0
24,0,1,0.166609975,4,1,0.386363636,1,10.83,0.26,3,562,0,1
26,0,1,0.374182698,4,3,0.045454545,3,12.84,0.02,4,650,1,0
25,0,3,0.387259534,3,3,0.045454545,2,11.01,0.02,3,649,1,0
21,0,1,0.340929992,0,3,0.045454545,2,15.58,0.02,4,701,0,1
22,1,0,0.387624879,0,3,0.045454545,3,11.36,0.02,3,654,1,0
24,0,0,0.391467302,0,3,0.045454545,0,10.75,0.02,4,600,1,0
22,0,3,0.394478249,0,3,0.045454545,1,5.42,0.02,2,539,1,0
22,0,4,0.4094511,1,3,0.045454545,3,13.57,0.02,2,643,1,0
25,0,1,0.432115096,1,3,0.045454545,0,12.42,0.02,4,690,0,0
25,1,0,0.430647417,2,3,0.045454545,5,7.49,0.02,4,649,0,0
22,1,3,0.493845824,0,3,0.045454545,1,6.99,0.02,3,569,1,0
24,0,1,0.484145281,0,3,0.045454545,4,14.42,0.02,4,572,0,1
25,1,0,0.167964272,4,2,0.022727273,3,9.63,0.03,4,633,1,0
23,0,0,0.168921728,3,0,0.295454545,4,11.01,0.2,4,614,1,0
26,0,1,0.682055255,3,3,0.045454545,4,11.01,0.01,2,641,1,0
23,0,1,0.028465424,3,3,0.05,0,10.36,0.13,2,635,0,1
24,1,3,0.172543684,1,0,0.25,3,9.99,0.17,3,604,1,0
21,0,3,0.046077579,0,3,0.05,1,10.59,0.1,2,638,0,1
24,0,4,0.064962143,1,3,0.05,4,18.25,0.09,3,646,0,1
24,1,1,0.069119518,0,3,0.05,3,7.51,0.08,3,647,1,0
21,1,0,0.071922597,0,3,0.05,1,12.69,0.08,2,630,0,0
22,1,1,0.119965481,0,3,0.05,4,11.01,0.06,4,547,1,0
24,1,1,0.171907479,3,2,0.136363636,5,14.59,0.1,3,578,1,0
23,1,3,0.127077113,1,3,0.05,4,13.06,0.06,2,666,1,0
22,0,0,0.108444512,0,3,0.053409091,1,7.74,0.07,3,666,1,0
21,1,1,0.170735855,0,2,0.195454545,1,12.87,0.14,3,581,0,0
22,0,0,0.170294922,0,0,0.363636364,0,7.68,0.24,4,626,1,0
23,0,1,0.141753909,0,3,0.053409091,3,11.11,0.05,3,617,1,0
23,0,4,0.174956222,0,3,0.053409091,4,15.21,0.05,2,621,0,1
23,0,0,0.30525845,3,3,0.053409091,4,6.54,0.03,3,611,0,0
24,1,1,0.410043212,2,3,0.053409091,2,6.54,0.02,4,694,0,0
21,0,3,0.17123978,0,0,0.068181818,4,7.29,0.06,4,571,1,0
23,1,1,0.090838656,0,3,0.054545455,4,11.11,0.08,3,611,1,0
23,1,0,0.095600741,0,3,0.054545455,0,9.99,0.07,3,671,0,0
23,0,3,0.170855537,0,0,0.431818182,1,10.75,0.28,2,664,1,0
23,0,0,0.296874409,0,3,0.054545455,0,14.72,0.03,2,605,1,0
21,1,1,0.173223982,1,0,0.113636364,1,10.75,0.08,2,649,1,0
21,1,0,0.026651297,0,3,0.056818182,1,8.94,0.14,2,707,0,1
21,1,0,0.172940524,0,0,0.340909091,1,8.9,0.23,4,571,1,0
26,1,0,0.171346864,5,2,0.25,1,8.9,0.17,3,583,1,0
26,0,4,0.030077982,3,3,0.056818182,5,9.99,0.14,4,659,0,1
22,1,4,0.174401905,0,2,0.380681818,1,8.9,0.25,3,580,1,0
22,1,3,0.034298348,2,3,0.056818182,0,14.72,0.13,3,560,0,1
23,1,0,0.031564559,4,3,0.056818182,0,15.05,0.13,3,542,0,1
26,1,4,0.173564131,7,0,0.211363636,5,6.62,0.14,2,667,0,0
25,1,3,0.032169268,2,3,0.056818182,5,7.49,0.13,3,624,0,1
23,1,4,0.086555299,1,3,0.056818182,5,10.95,0.08,3,632,1,0
26,1,3,0.122195346,4,3,0.056818182,3,11.01,0.06,3,664,0,0
23,1,3,0.127051917,0,3,0.056818182,4,15.7,0.06,2,544,0,1
26,0,0,0.68415284,4,3,0.056818182,2,6.54,0.02,2,621,0,0
23,1,0,0.129376268,1,3,0.057954545,1,6.99,0.06,4,628,1,0
21,0,0,0.257379342,0,3,0.057954545,1,6.54,0.04,3,629,1,0
23,1,3,0.297926351,0,3,0.057954545,1,12.72,0.03,2,625,1,0
24,1,3,0.17263817,3,0,0.040909091,2,8.9,0.04,3,588,0,1
24,0,3,0.064010986,0,3,0.059090909,0,6.92,0.1,3,659,0,0
23,1,1,0.173847588,0,0,0.204545455,3,11.99,0.14,3,679,1,0
24,1,0,0.174105849,0,0,0.253409091,0,8.49,0.17,2,573,1,0
24,1,1,0.173860186,2,0,0.136363636,4,9.99,0.1,4,670,1,0
21,0,1,0.089956788,0,3,0.059090909,4,6.62,0.08,3,643,1,0
23,1,4,0.170553183,0,0,0.460227273,3,11.01,0.3,2,681,1,0
26,1,0,0.091903196,6,3,0.059090909,5,13.8,0.08,3,662,1,0
22,0,3,0.093345679,0,3,0.059090909,3,12.18,0.08,3,678,0,1
24,0,0,0.173110599,0,2,0.318181818,1,8.49,0.21,2,664,0,0
22,0,1,0.176449097,0,0,0.5,5,11.01,0.32,3,550,1,0
22,0,3,0.173690112,1,0,0.431818182,3,7.49,0.28,2,679,0,0
24,1,3,0.114075866,0,3,0.059090909,3,10.65,0.07,2,674,0,0
21,0,1,0.173778298,0,0,0.204545455,0,7.49,0.14,3,659,0,0
22,0,0,0.171611424,2,2,0.431818182,0,16.49,0.28,4,594,0,0
26,0,3,0.12509921,3,3,0.059090909,4,8.49,0.06,2,513,0,0
23,0,3,0.172600375,0,0,0.25,3,7.49,0.17,2,601,1,0
24,0,1,0.136991824,2,3,0.059090909,3,11.26,0.06,2,535,1,0
23,0,4,0.14567192,0,3,0.059090909,3,12.69,0.06,3,571,0,1
25,1,3,0.17277045,1,0,0.022727273,1,5.42,0.03,3,625,0,0
22,0,1,0.174849138,2,2,0.068181818,4,11.01,0.06,2,689,0,0
25,0,0,0.167687113,3,3,0.059090909,3,12.53,0.05,3,670,1,0
22,1,1,0.297309044,0,3,0.059090909,5,16.49,0.03,4,601,1,0
25,1,0,0.295942149,1,3,0.059090909,0,12.61,0.03,4,648,1,0
23,1,1,0.173173589,0,2,0.113636364,4,11.11,0.08,4,654,1,0
23,1,0,0.172650768,1,0,0.359090909,0,9.63,0.24,3,665,1,0
26,1,4,0.296647644,2,3,0.059090909,3,14.11,0.03,2,660,0,0
24,0,3,0.172361011,3,2,0.25,5,10.74,0.17,2,586,1,0
22,0,1,0.299507414,3,3,0.059090909,5,15.21,0.03,3,678,1,0
23,0,3,0.320621843,2,3,0.059090909,4,11.49,0.03,4,622,1,0
21,1,0,0.31897149,0,3,0.059090909,0,13.35,0.03,2,701,1,0
23,1,1,0.338063923,1,3,0.059090909,5,16.02,0.03,2,653,1,0
21,0,1,0.1751011,0,0,0.227272727,4,13.23,0.15,2,651,1,0
22,1,0,0.386308376,0,3,0.059090909,0,14.27,0.03,3,526,1,0
22,1,3,0.39540421,0,3,0.059090909,4,12.18,0.03,2,613,0,0
22,1,0,0.492730892,0,3,0.059090909,1,11.12,0.02,4,657,0,0
22,1,0,0.507829724,0,3,0.059090909,5,11.41,0.02,3,657,0,0
26,0,1,0.52070499,8,3,0.059090909,5,9.25,0.02,2,644,1,0
24,1,1,0.522626202,1,3,0.059090909,2,8.94,0.02,4,680,0,0
24,1,4,0.173230281,2,0,0.227272727,0,11.01,0.15,3,554,0,0
21,1,4,0.064502312,1,3,0.060227273,5,15.62,0.1,2,643,0,1
25,1,0,0.102901344,0,3,0.060227273,4,12.68,0.07,2,594,1,0
25,0,4,0.172310619,2,0,0.261363636,2,10.25,0.18,2,581,1,0
24,1,0,0.220882623,1,3,0.061363636,1,7.12,0.04,2,684,0,0
21,1,0,0.053888406,0,3,0.0625,0,6.99,0.11,3,630,1,0
24,0,1,0.066524308,4,3,0.0625,1,13.49,0.1,2,645,0,0
26,1,1,0.101685627,6,3,0.063636364,0,11.01,0.08,3,588,0,0
22,1,3,0.154106353,0,3,0.063636364,0,7.29,0.06,3,571,0,1
24,1,3,0.198294216,0,3,0.063636364,3,13.49,0.05,2,649,1,0
23,1,4,0.183214281,0,3,0.064772727,4,12.18,0.05,2,592,1,0
25,1,1,0.275085982,5,3,0.064772727,1,6.17,0.04,4,642,0,0
23,1,1,0.082952241,2,3,0.065909091,0,10.37,0.09,2,665,1,0
22,0,0,0.173872784,2,0,0.068181818,3,8.59,0.06,3,622,0,0
24,1,3,0.195371455,1,3,0.065909091,3,13.11,0.05,4,576,1,0
24,1,3,0.175737304,1,0,0.227272727,0,12.98,0.15,2,575,1,0
24,0,0,0.174521587,2,0,0.431818182,4,11.01,0.28,2,661,1,0
24,0,1,0.032427529,1,3,0.068181818,0,10.25,0.15,2,623,0,1
23,1,4,0.175970369,1,0,0.431818182,1,8,0.28,2,621,1,0
23,1,1,0.046688587,0,3,0.068181818,1,7.74,0.13,4,528,0,1
25,1,0,0.046631896,2,3,0.068181818,2,11.89,0.13,4,608,0,1
21,0,4,0.061201608,0,3,0.068181818,3,11.01,0.11,4,539,1,0
23,1,3,0.176146743,0,0,0.5,0,7.9,0.32,4,669,1,0
24,0,4,0.065440871,0,3,0.068181818,5,10.65,0.11,4,668,1,0
26,1,1,0.06364564,2,3,0.068181818,4,17.49,0.11,4,651,0,1
21,0,3,0.1757625,0,0,0.168181818,4,11.99,0.12,3,554,1,0
26,0,4,0.066064477,1,3,0.068181818,4,10.37,0.11,2,640,1,0
21,1,1,0.062977941,0,3,0.068181818,0,5.79,0.11,2,635,0,0
26,1,4,0.063588949,3,3,0.068181818,3,6.92,0.11,4,646,1,0
26,1,4,0.17483654,4,0,0.304545455,2,8.49,0.2,4,669,1,0
26,1,1,0.063519659,4,3,0.068181818,0,15.58,0.11,4,639,0,1
25,0,0,0.07010847,1,3,0.068181818,3,7.88,0.1,4,597,1,0
21,1,0,0.074461116,0,3,0.068181818,3,7.9,0.1,2,602,1,0
24,1,1,0.076331935,2,3,0.068181818,4,15.05,0.1,4,603,0,1
25,1,4,0.075714628,3,3,0.068181818,1,13.48,0.1,4,687,1,0
24,0,3,0.090454414,0,3,0.068181818,5,10.37,0.09,2,658,0,0
25,0,0,0.094668481,0,3,0.068181818,0,7.51,0.09,4,685,0,1
23,1,0,0.092558298,2,3,0.068181818,1,14.79,0.09,3,651,1,0
22,1,0,0.100148658,2,3,0.068181818,5,14.22,0.08,2,641,1,0
24,0,1,0.09973292,2,3,0.068181818,3,13.49,0.08,4,622,1,0
23,0,0,0.103348577,0,3,0.068181818,1,10.59,0.08,4,535,1,0
26,1,1,0.101628935,5,3,0.068181818,3,6.17,0.08,4,685,0,0
22,1,3,0.103833604,2,3,0.068181818,0,7.49,0.08,2,696,0,0
21,1,3,0.107077617,0,3,0.068181818,3,11.01,0.08,3,527,1,0
26,1,3,0.105603638,3,3,0.068181818,1,8.59,0.08,3,662,0,1
23,1,0,0.174477493,0,0,0.25,3,11.99,0.17,2,632,0,0
22,1,3,0.174439699,1,0,0.204545455,5,9.25,0.14,4,576,0,0
22,0,4,0.174471194,0,0,0.090909091,1,6.91,0.07,3,663,1,0
22,0,1,0.117382869,2,3,0.068181818,1,14.22,0.08,3,690,1,0
23,1,3,0.174584577,3,2,0.068181818,1,13.16,0.06,3,548,1,0
21,0,0,0.1185104,1,3,0.068181818,0,11.71,0.07,2,566,0,1
22,1,3,0.118497802,0,3,0.068181818,0,16.89,0.07,2,647,0,1
23,1,1,0.123738614,0,3,0.068181818,5,13.99,0.07,2,727,0,0
22,0,0,0.122957532,1,3,0.068181818,5,7.29,0.07,3,604,0,0
23,1,3,0.122075664,0,3,0.068181818,1,10.39,0.07,3,654,1,0
21,0,0,0.131316376,1,3,0.068181818,3,13.11,0.07,2,605,0,0
22,1,1,0.133974577,0,3,0.068181818,2,11.89,0.07,4,651,0,1
24,1,4,0.135209192,2,3,0.068181818,3,11.01,0.07,3,666,0,0
24,1,1,0.135857994,4,3,0.068181818,2,12.69,0.07,2,650,0,1
25,0,0,0.137502047,4,3,0.068181818,3,16.59,0.07,2,612,1,0
21,0,0,0.137237487,0,3,0.068181818,4,18.39,0.07,3,638,0,1
23,1,3,0.177053807,1,2,0.268181818,1,8.94,0.18,4,625,1,0
23,0,1,0.138566587,1,3,0.068181818,1,12.61,0.07,3,676,1,0
22,0,4,0.174842839,0,0,0.380681818,3,15.68,0.25,3,711,0,1
25,1,4,0.138182345,0,3,0.068181818,4,10.38,0.07,4,643,1,0
23,0,1,0.13694773,0,3,0.068181818,1,14.35,0.07,2,588,0,0
22,0,4,0.139385464,1,3,0.068181818,1,13.11,0.07,4,645,1,0
22,0,3,0.176845938,0,2,0.059090909,3,5.42,0.05,4,650,1,0
24,1,0,0.175781398,4,0,0.090909091,4,6.76,0.07,2,549,1,0
24,1,0,0.174408204,0,0,0.477272727,4,11.71,0.31,4,603,0,1
21,0,4,0.138371317,0,3,0.068181818,1,11.14,0.07,4,599,1,0
25,0,0,0.176959321,3,0,0.431818182,0,7.74,0.28,3,663,1,0
24,0,4,0.136141452,0,3,0.068181818,2,14.61,0.07,2,629,0,1
24,1,0,0.138182345,0,3,0.068181818,5,16,0.07,2,601,0,1
22,0,3,0.140953929,1,3,0.068181818,1,11.36,0.07,4,666,1,0
22,0,0,0.143038916,2,3,0.068181818,1,13.23,0.07,4,617,1,0
24,0,4,0.144531791,2,3,0.068181818,4,6.62,0.06,4,659,1,0
25,1,3,0.147901785,1,3,0.068181818,5,9.91,0.06,4,584,0,0
24,1,4,0.147120702,3,3,0.068181818,0,14.96,0.06,4,568,0,1
21,0,0,0.146698666,0,3,0.068181818,1,13.47,0.06,2,637,1,0
22,0,1,0.181734004,0,2,0.25,5,7.49,0.16,4,590,0,0
25,0,0,0.153098505,4,3,0.068181818,3,12.99,0.06,4,698,0,0
21,0,4,0.179384456,0,0,0.204545455,0,13.57,0.14,4,624,0,1
23,1,1,0.179082102,0,1,0.113636364,5,9.32,0.08,3,578,0,0
23,1,3,0.158717261,0,3,0.068181818,0,13.61,0.06,4,629,1,0
23,1,0,0.16105421,3,3,0.068181818,0,13.99,0.06,3,637,0,1
22,1,4,0.175397155,1,3,0.068181818,3,8.49,0.06,2,688,1,0
26,1,4,0.184096149,5,3,0.068181818,1,11.71,0.05,2,716,0,1
25,0,0,0.182313517,0,3,0.068181818,3,12.42,0.05,2,591,0,0
21,0,1,0.183415851,0,3,0.068181818,1,13.43,0.05,4,540,1,0
23,1,4,0.18095922,1,0,0.193181818,0,14.46,0.13,4,715,0,1
24,0,1,0.18009625,2,3,0.068181818,0,7.66,0.05,3,684,1,0
23,0,3,0.574057976,2,3,0.659090909,2,18.25,0.15,2,595,0,1
22,1,1,0.492037996,0,3,0.659090909,3,16.77,0.17,2,673,0,1
25,1,1,0.674628671,0,3,0.659090909,5,12.42,0.13,2,531,1,0
23,1,4,0.673683813,0,3,0.659090909,1,9.88,0.13,4,511,1,0
23,1,0,0.674987717,1,3,0.659090909,5,15.05,0.13,2,596,0,0
25,1,1,0.183069403,5,0,0.204545455,5,6.03,0.13,3,663,1,0
25,0,4,0.183718206,3,0,0.272727273,0,14.27,0.17,3,678,0,0
22,0,1,0.183182786,0,2,0.340909091,1,13.49,0.22,2,646,1,0
23,0,3,0.588111166,0,3,0.659090909,0,8.49,0.15,2,636,0,1
25,1,0,0.684291419,3,3,0.659090909,1,8.88,0.13,2,515,1,0
26,0,3,0.591607141,3,3,0.659090909,0,16,0.15,3,629,0,1
25,1,0,0.680165539,0,3,0.659090909,3,11.58,0.13,4,618,1,0
25,0,0,0.6917432,5,3,0.659090909,1,7.49,0.13,4,645,0,0
23,0,0,0.705185381,0,3,0.659090909,4,6.99,0.13,4,631,1,0
26,1,0,0.713884375,4,3,0.659090909,5,13.49,0.12,4,645,0,0
21,1,3,0.180883631,0,0,0.301136364,3,7.51,0.19,4,576,0,1
24,0,4,0.7123852,0,3,0.659090909,3,7.49,0.12,2,673,1,0
26,1,3,0.710760044,1,3,0.659090909,1,6.99,0.12,2,664,0,0
24,0,0,0.622648878,1,3,0.659090909,2,9.99,0.14,4,642,0,1
25,1,3,0.187251975,6,0,0.140909091,1,12.42,0.1,4,662,1,0
26,1,1,0.710942716,3,3,0.659090909,0,14.26,0.12,2,696,1,0
24,0,0,0.712095443,0,3,0.659090909,5,11.89,0.12,2,652,1,0
24,1,1,0.718104741,2,3,0.659090909,2,14.42,0.12,2,648,1,0
24,1,1,0.727156481,1,3,0.659090909,2,14.22,0.12,4,648,1,0
23,1,1,0.183126094,1,2,0.204545455,4,6.62,0.13,2,697,1,0
24,1,0,0.750192121,1,3,0.659090909,0,10.95,0.12,3,607,1,0
23,0,1,0.754532169,2,3,0.659090909,5,15.95,0.12,3,667,0,0
21,1,0,0.181998564,0,0,0.086363636,1,11.71,0.07,3,622,1,0
25,0,1,0.779243358,3,3,0.659090909,1,9.63,0.11,3,649,1,0
24,1,0,0.780175618,1,3,0.659090909,1,10.65,0.11,3,687,0,0
23,0,3,0.785756579,0,3,0.659090909,1,12.18,0.11,2,521,1,0
24,1,3,0.695617118,0,3,0.659090909,0,14.93,0.13,2,543,0,1
22,0,3,0.793082379,0,3,0.659090909,5,10.62,0.11,3,655,1,0
24,1,1,0.849452612,2,3,0.659090909,4,12.68,0.11,4,678,0,0
25,0,1,0.862296383,0,3,0.659090909,4,7.51,0.1,2,647,0,0
24,1,1,0.862390869,2,3,0.659090909,3,11.01,0.1,3,630,1,0
23,1,4,0.872992177,1,3,0.659090909,3,11.01,0.1,2,670,1,0
24,1,3,0.880141603,0,3,0.659090909,1,11.58,0.1,3,581,1,0
25,0,0,0.901312723,4,3,0.659090909,5,11.01,0.1,3,659,1,0
23,0,1,0.1824206,5,0,0.186363636,3,7.9,0.12,3,675,0,0
25,1,0,0.185078801,4,0,0.340909091,5,10.65,0.21,4,636,1,0
23,0,0,0.900487547,2,3,0.659090909,1,12.99,0.1,4,674,1,0
26,1,1,0.847865251,4,3,0.659090909,1,17.58,0.11,4,658,0,1
24,1,0,0.883908437,3,3,0.659090909,4,15.37,0.1,4,532,0,1
22,0,3,0.182647366,1,0,0.431818182,2,13.49,0.27,2,672,0,1
23,1,3,0.183378057,0,0,0.15,3,18.64,0.1,2,642,0,1
26,0,3,0.181721405,3,0,0.272727273,5,6.62,0.18,3,633,0,0
24,1,3,0.372645729,3,3,0.654545455,4,11.83,0.22,3,598,1,0
22,1,1,0.399725361,0,3,0.654545455,3,13.57,0.21,3,682,1,0
21,0,0,0.182508787,0,0,0.322727273,4,6.03,0.21,4,505,1,0
23,0,1,0.182414301,5,0,0.022727273,0,6.62,0.03,3,702,0,1
23,0,3,0.181034809,0,0,0.176136364,5,6.62,0.12,2,674,1,0
23,1,1,0.182880431,0,0,0.040909091,0,6.03,0.04,4,593,0,0
25,0,0,0.182792245,0,3,0.068181818,3,10.38,0.05,2,628,1,0
26,0,1,0.180014362,0,3,0.068181818,5,11.49,0.05,3,612,0,0
25,0,4,0.184070953,5,3,0.068181818,3,14.22,0.05,4,675,1,0
24,1,3,0.182666264,2,3,0.068181818,3,8.07,0.05,4,645,0,0
24,1,3,0.189941671,2,3,0.068181818,5,16.29,0.05,2,577,0,1
24,1,1,0.191037706,4,3,0.068181818,4,14.65,0.05,2,626,1,0
24,0,0,0.197569825,0,3,0.068181818,1,10.59,0.05,3,618,0,1
23,0,3,0.200385502,3,3,0.068181818,5,16.49,0.05,3,593,1,0
26,1,1,0.198224927,4,3,0.068181818,0,11.49,0.05,3,565,1,0
